sender,message
lilach, חחחחחחחחחחח
lilach, טוב אכלתי
lilach, זהו
lilach, אני בן אדם חדש ורגוע
lilach, ומתגעגעת אלייך מאוד
lilach, ולמה גל כתבה לי שהיא אוהבת אותך ושאתה מצחיק?
lilach, חחחחחחחחחחחחחחחחחח
lilach, אני מתה
lilach, חחחחחחחחח כן מאמי אני יודעת
lilach, אוף מאמי
lilach, אני רוצה לרוץ
lilach, חחחחחח כאילו קשה לי לבד
lilach, <‎image omitted>
lilach, אני מפחדת שנהיה עצלנים ולא נרוץ כי גם אמרנו שנלך מחר לקניון
lilach, חחחחחחחחחחחחח
lilach, אוף
lilach, יואו מאמי אני מה זה מפחדת
lilach, לעבור לבסיס סגור
lilach, מתחילות להיות לי חששות
lilach, כל הבנות מהקורס שלי שהן בבסיסים סגורים מבקשות לעבור ליומיות
lilach, אומרות שכבר קשה להן
lilach, טוב בעצם די אני אהיה בסדר
lilach, הייתי מלא זמן בבית
lilach, וזה כולה שנה
lilach, ואני יהנה
lilach, אף אחת לא רוצה לעזוב באח
lilach, פשוט יהיה לי מוזר לישון מחוץ לבית
lilach, פתאום לחזור הביתה כמו שהייתי בקורס  רק לסופש
lilach, טוב כן
lilach, יאללה יהיה טוב
lilach, חחחחחח אמן
lilach, דור אמר שבחמישי יוצאים או ב8 או ב12 וחצי
lilach, כן
lilach, גם לי מאמי שלי מאוד
lilach, טוב
lilach, נעשה את האימון שרציתי
lilach, חחחחח כלום
lilach, אנוח
lilach, לא יןדעת זה מסוג הדברים שאנחנו מבריזות
lilach, בא לי שנהיה עכשיו אצלך בבית נשתה שוקו חם שנינו
lilach, ונאכל בן אנד גריס
lilach, וזהו נראה טלויזיה
lilach, כןןןןן
lilach, יש
lilach, חחחחחחחח נראים חכמים מאמי
lilach, חחחחחחחחחחחחח
lilach, טוב מאמי לא אפריע
lilach, חחחחחחחחחחח
lilach, ראית מה תייגתי אותך בפייסבוק
lilach, חחחחחחחחחחחח
lilach, תייגתי ממאמי
lilach, אה לא בפייסבוק
lilach, באינסטרגם
lilach, חחחחחחחחחחחחח
lilach, מאמי מה זה אתה באמת מצחיק
lilach, פעם אני הייתי המצחיקה זוכר?
lilach, נדבקת
lilach, חחחחחחחחחחחח טב מאמי אז לא יודעת את מי תייגתי
lilach, חחחחחחחחחחחחחחחחחחח
lilach, אני מתה
lilach, <‎image omitted>
lilach, חחחחחח מאמי!!!
lilach, תיזהר ממני!
lilach, אתה יכול להסתובב רק עם אוהד וקורן!
lilach, זהו
lilach, לא מעבר
lilach, ובוא שנייה נדבר על השותפה של קורן שבאה אליכם וקורן מכין לה לאכול
lilach, זה נהיה חשוד
lilach, חחחחחחחחחחחחחחח
lilach, אל תגיד לי הכל טוב מאמי
lilach, תקשיב טוב
lilach, פעם אחת אני אגיד את זה
lilach, שלא תתקרב אלייך
lilach, לא היא
lilach, ולא שום שותפה אחרת
lilach, ואם היא באה אליכם תנעל את עצמך בחדר שלך להד
lilach, לבד
lilach, תגיד לה אסור לי
lilach, חחחחחחחחחחחחח כן
lilach, חברה שלי לא מרשה לי
lilach, יאללה לכי חפשי שותף אחר
lilach, חצופה
lilach, חחחחחחחחחחחח
lilach, מאמי
lilach, אל תעצבן אותי
lilach, אה ממש מזל
lilach, שאתה כבר עושה עם אוהד
lilach, אני רוצה לראות
lilach, שמישהי תעשה איתך עבודה
lilach, אין בעיה מאמי
lilach, אני אעביר אימונים
lilach, חחחחחחחחחחחחחחחחחחחחחחחחחחחח
lilach, אני מאוהבת בךךךךךך
lilach, מאוהבת!!!!!
lilach, רקקק
lilach, בךךךךךךךךךך
lilach, חחחחחחחחחח אני צוחקת עכשיו ממש בקול
lilach, בא לי שתהיה כאןןןן ואני אחבק אותך חזק חזק
lilach, ואני אגיד לך שאתה תינוק קטן
lilach, חחחחחחחחחחחחחח
lilach, גם לי מאמי שלי
lilach, חחחחחחחח יאללה אמן שמחר אני אצא מוקדם
lilach, <‎image omitted>
lilach, יצא לי תחת ענקי
lilach, חחחחחחחחחחח
lilach, איך עשית לי אז בשבת בבוקר
lilach, במיטה
lilach, חחחחחחחחחחחחח כןןן
lilach, חחחחחחחחחחח
lilach, <‎image omitted>
lilach, <‎image omitted>
lilach, <‎image omitted>
lilach, <‎image omitted>
lilach, חחחחחחחחחחחח איכס יואו
lilach, איזה מוזר אני ישנה וואו
lilach, חחחחחחחחחחחחחחחחחחחחח
lilach, אני מתה
lilach, חחחחחחחחח יואו איזה חמודים ווואו
lilach, חחחחחחחחח איך אנחנו שולחים אחד לשני תמונות שלי
lilach, שלנו*
lilach, חחחחח
lilach, כן סליחה
lilach, חחחחחחחחחח
lilach, חחחחחחחחחחחחחחח איזה אנוכית
lilach, חחחחחחחחחחח אתה כזה חנון
lilach, שאתה עושה לי הגב
lilach, חחחחחחחח באמת
lilach, חחחחחחח אתה חנוןןןןן
lilach, קטןןןןןן
lilach, חנון קטן וחמודדדד
lilach, הייתי מבינה מאמי
lilach, אני לא סתומה
lilach, חחחחחחחח חנון!!!!!!!!!
lilach, חנון
lilach, ח
lilach, נ
lilach, ו
lilach, ן
lilach, *חנון*
lilach, יאאא
lilach, איך עשית
lilach, אין אתה רואה שאתה חנון
lilach, חחחחחחחחחחחח
lilach, חחחחח נכון חיים שלי
lilach, אתה צודק
lilach, טוב אבל מאמי איך עשית
lilach, חחחחחחח נו מאיי
lilach, מאמי
lilach, נוווו
lilach, ימעצבן
lilach, נו כבר
lilach, מי? 😤
lilach, טוב אין לי כוח
lilach, יואו
lilach, סימון
lilach, מיהר כי הוא הולך עם אגם
lilach, הוא נתן לי לעשות שיעורי בית שלו
lilach, הסביר לי איך לעשות
lilach, <‎image omitted>
lilach, בקיצור אני גם מהנדסת
lilach, <‎image omitted>
lilach, <‎image omitted>
lilach, מתקרב
lilach, חחחחחחח סתם יצא טוב
lilach, ~חנוןןןן~
lilach, _גל_
lilach, *גל*
lilach, זה לא עושה לי את האמצעי
lilach, נטוי
lilach, _לילך_
lilach, למהה
lilach, לא עובד
lilach, אוף
lilach, אז איך עשית
lilach, את הכתב הזה
lilach, השונה
lilach, *לילך*
lilach, לא
lilach, אין לי את זהההה
lilach, אני מתגעגעתתתתתת
lilach, חייייים שלי חתיך
lilach, גם יפה וגם חכם
lilach, וגם ספורטאי עכשיו
lilach, שלא יחטפו לי אותך
lilach, חחחחחחחחחחחחח
lilach, רק שלי מאמי!
lilach, יאללה להתאמן
lilach, עזוב את האייפון
lilach, מחכה לראות שרירים
lilach, אני אוהבת אותך!
lilach, חיים שלי אני הולכת לישון אני מאוהבת בך תכתוב לי שאתה חוזר מהמכון ושאתה הולך לישון ותגיד לי גם מתי להעיר אותך מחר
lilach, לילה טוב יפה שלי! 💗💗💗
lilach, בוקר טוב יפה שלי 💗💗💗
lilach, גם לך חיים שלי ❤
lilach, <‎image omitted>
lilach, טוב מאמי
lilach, <‎image omitted>
lilach, חחחחחחחחח
lilach, גם לי חיים שלי!!!
lilach, כן מאמי סליחה
lilach, טוב מאמי שלי
lilach, יופי מאמי
lilach, אולי בקרוב אצא
lilach, הגעת?
lilach, כן
lilach, טוב מאמי
lilach, טוב מאמי אני בדיוק יוצאת הביתה
lilach, כן מאמי סבבה
lilach, חחחח לא מאמי מה פתאום
lilach, <‎image omitted>
lilach, יפים שלי!!
lilach, מה אתם אוכלים
lilach, חחחחח תבלו
lilach, לא מאמי
lilach, כןכן
lilach, לא מאמי אני לא אוהבת נודלס
lilach, לא חיים שלי
lilach, לא רעבה
lilach, תודה מאמי שלי
lilach, מאמי אז לא רצים?
lilach, כי אכלת ויורד ממש גשם וגם רצית ללכת לקניות
lilach, לקניון
lilach, טובוש
lilach, לא עוד לא
lilach, איזה אני רק בדרך נמיר
lilach, כמה דקות מגייעה
lilach, יואו סבתא שלי משגעת אותי
lilach, אחרי זה אני אספר לך
lilach, טוב מאמי
lilach, סןרי הייתי בסלון עם ההורים שלי לא שמעתי שהתקשרת
lilach, אני נכנסת להתקלח ולאכול משהו ואני צריכה לעשות לאבא שלי תעודות
lilach, ואז נלך לקניון?
lilach, לא יןדעת כמה זמן מאמי
lilach, טוב מאמי
lilach, טוב מאמי אני כמה דקות מסיימת רוצה לצאת בינתים? תעלה
lilach, כי אני לא מוכנה
lilach, או שבא לך לחכות עשרים דקות וכבר ארד וניסע ישר
lilach, מה שבא לך
lilach, טוב
lilach, לא
lilach, תעלה
lilach, נשאר לי רק לעשות כלים
lilach, אני לבושה
lilach, בוקר טוב חיים שלי!!!!
lilach, אני אוהבת אותך הכי בעולם
lilach, גם אני יפה שלי!!!!
lilach, כן!
lilach, הלכתי לתקן את החוגר שלי
lilach, מורן אמר לי אחרי זה לחזור לבסיס
lilach, ואני מאוד שואפת שלא
lilach, כי אני עכשיו נוסעת לרמת גן ואחרי זה לצריפין
lilach, וזה בצד השני בכלל
lilach, כי ברמת גן בשלישות מקבלים חוגר חדש
lilach, ובצריפין מקבלים קוד חדש לחוגר
lilach, פשוט טמטום
lilach, אין צהל לא יעשה את זה אחד ליד השני
lilach, שנייה אני איתך מאמי
lilach, בדיוק בא האוטובוס כמעט פספסתי
lilach, קיצור אז בתכלס יצאתי מוקדם כן
lilach, אז אני כן אספיק ניראה לי
lilach, אבל אני אגיד לו שלא כי זה באוטובוסים וזה מלא זמן
lilach, וזין שלי
lilach, אני אחרטט אותו
lilach, אני אגיד לו כל פעם רק עכשיו באוטובוס ההוא
lilach, למרותתתתת
lilach, שבאמת יש דברים חשובים לעשות באמת
lilach, והוא פשוט לא יודע לעשות כלום בלעדיי
lilach, וזה כבר נהיה באמת קריטי
lilach, זה גם בנות שמחכות לשיבוץ שלהן
lilach, וכאילו כבר שבוע הבא צריכות לעבור
lilach, אולי אהיה חיילת טובה ואחזור
lilach, נראה
lilach, כן
lilach, ניראה לי אסיים ב11 כבר הכל
lilach, אם כן אני אחזור יאללה
lilach, חחחחחחחחחחח כן בדיוק
lilach, כבר הגעת לעבודה?
lilach, רציתי אבל אז אמרת שאתה עובד אז לא לקחתי
lilach, לא נורא אקח בחנוכה
lilach, יופי מאמי
lilach, כן וואי
lilach, שלוש שעות ישנו
lilach, חחחחחחחחחחחחחח
lilach, אולי נעשה משהו היום?
lilach, נלך לריצה נתקלח ונלך לסרט?
lilach, כן יופי
lilach, אני רק מקווה שאם אחזור לבסיס אז לא אחזור מאוחר הביתה
lilach, כי יש סיכוי שזה יקרה
lilach, אממ לא יודעת
lilach, תלויה
lilach, לפעמים מורן לחצב
lilach, לפעמים הוא מסוגל להישאר
lilach, באמת חשוב שנסיים עם זה היום
lilach, חחחחחחח מה אתה מגזים
lilach, חחחחח כי ביום ראשון כבר מתחילים הבחנים של הקצונה ולא נצליח להתעסק בזה גם וגם
lilach, חחחחחחחחחחחחחחחח
lilach, נדבר על זה עוד
lilach, כן
lilach, כבר באוטובוס השניייי
lilach, חחחחחחח אני עושה לפי מה שיוצא
lilach, שמע אולי עדיף לי מהר כי הוא יחזיר אותי לבסיס בוודאות
lilach, <‎image omitted>
lilach, <‎image omitted>
lilach, שאלתי
lilach, הוא אמר
lilach, כן
lilach, תודה מאמי שלי
lilach, טוב מאמי ❤
lilach, טוב לקחתי חוגר חדש
lilach, עכשיו ני לוקחת אוטובוס לתחנה מרכזית ואז אוטובוס לצריפין
lilach, שמע מאמי
lilach, נהייתי נדירה בקווים
